iter	MultiClass
340	0.1522903147
341	0.1520429907
342	0.1516979097
343	0.1513209661
344	0.1505197155
345	0.1502101535
346	0.1496035053
347	0.1492261817
348	0.1488539975
349	0.1484164556
350	0.1481987619
351	0.1478684522
352	0.1476187466
353	0.1472879594
354	0.147073479
355	0.1464437256
356	0.1460257932
357	0.1457540718
358	0.1456079533
359	0.1454816018
360	0.1451077262
361	0.1448143013
362	0.1445582646
363	0.1443323018
364	0.1438713077
365	0.1436875118
366	0.1434662508
367	0.1429764012
368	0.1426849249
369	0.1424682693
370	0.1419810043
371	0.141653876
372	0.1413602455
373	0.1411960112
374	0.1409754882
375	0.1406065586
376	0.1402199574
377	0.1400045657
378	0.1397557552
379	0.1396245609
380	0.1391009097
381	0.1387846327
382	0.1384604121
383	0.1380406061
384	0.1375497025
385	0.1371998848
386	0.1369634164
387	0.1367846111
388	0.136530249
389	0.1362355786
390	0.135922758
391	0.1354693424
392	0.1352584657
393	0.1350411015
394	0.1348534803
395	0.1345513756
396	0.1342321219
397	0.1339246642
398	0.1335091133
399	0.1332405069
400	0.1327767372
401	0.1324047374
402	0.1322815327
403	0.1321531028
404	0.1318704475
405	0.1317002211
406	0.1312582104
407	0.1310710903
408	0.1309019156
409	0.1306446657
410	0.1304098935
411	0.1300777449
412	0.1298208728
413	0.1295687882
414	0.1293497475
415	0.1291751575
416	0.1288241872
417	0.1287378744
418	0.12837983
419	0.1281194943
420	0.1277542601
421	0.1275700629
422	0.1273493708
423	0.1269212421
424	0.1267497734
425	0.1264079085
426	0.1262451889
427	0.1261415509
428	0.1259661098
429	0.125814275
430	0.1256903276
431	0.1252469376
432	0.1250849879
433	0.1249287677
434	0.1246311251
435	0.12452743
436	0.1241737194
437	0.1239634896
438	0.12358837
439	0.1233783649
440	0.1229900023
441	0.1227371822
442	0.1222844202
443	0.1218462399
444	0.1213634517
445	0.1211915932
446	0.1210358902
447	0.120790285
448	0.1206432258
449	0.1204801248
450	0.1201685678
451	0.1198413479
452	0.1195617957
453	0.1193943762
454	0.1190361771
455	0.1187596128
456	0.1185468655
457	0.1183038478
458	0.1180595671
459	0.117929089
460	0.1177793856
461	0.1176603248
462	0.1173984465
463	0.1171386794
464	0.1169163312
465	0.1167227438
466	0.1165678131
467	0.116361903
468	0.1160921272
469	0.1159991468
470	0.1156734772
471	0.1156047966
472	0.1152854981
473	0.1150172054
474	0.1147206509
475	0.1145054414
476	0.1143444777
477	0.1141888086
478	0.1139872449
479	0.1138243113
480	0.1135472874
481	0.1132706226
482	0.1129257672
483	0.1126167994
484	0.112531343
485	0.1123974748
486	0.1121197366
487	0.1118912703
488	0.1117594963
489	0.1115931786
490	0.1114830085
491	0.1113687983
492	0.1111925522
493	0.110981709
494	0.1107728152
495	0.1105446213
496	0.1104314805
497	0.110087437
498	0.1096548452
499	0.1092382607
500	0.1090470795
501	0.1088188166
502	0.1084527048
503	0.1081941356
504	0.1080638014
505	0.1079436937
506	0.1078108323
507	0.1076214207
508	0.1074901153
509	0.1072985544
510	0.1070700985
511	0.1066143381
512	0.1063902798
513	0.1062240665
514	0.1061110138
515	0.1059256258
516	0.1057817272
517	0.1056986428
518	0.1055141673
519	0.1052701191
520	0.1050631679
521	0.1048893167
522	0.1046517981
523	0.1044282988
524	0.1042071323
525	0.103870102
526	0.1036523137
527	0.1034002916
528	0.1031464422
529	0.1028727627
530	0.1027278127
531	0.1024076193
532	0.1021997617
533	0.1020981918
534	0.1019939107
535	0.1017062793
536	0.1016110388
537	0.1014912508
538	0.101354797
539	0.1012076729
540	0.1010734736
541	0.1007760696
542	0.1006413546
543	0.100451812
544	0.1001636104
545	0.09989672926
546	0.09964095024
547	0.09955439691
548	0.09937366986
549	0.09909319207
550	0.09892038971
551	0.09872248084
552	0.09847882347
553	0.09825908796
554	0.09805116445
555	0.09778785104
556	0.0976695427
557	0.09743499654
558	0.09732107705
559	0.09710657848
560	0.09700820566
561	0.09679669829
562	0.09668128182
563	0.09654387219
564	0.09638988172
565	0.09615602797
566	0.09604387215
567	0.09586550993
568	0.09565276789
569	0.09551257081
570	0.09522017706
571	0.09508884486
572	0.0950025413
573	0.09480251125
574	0.09459083275
575	0.09444194893
576	0.0943099539
577	0.09420258287
578	0.09410007305
579	0.09401701074
580	0.09386280377
581	0.09379275968
582	0.09374696078
583	0.0936068296
584	0.09344080887
585	0.09335730971
586	0.09327735686
587	0.0930993416
588	0.09292395106
589	0.092864861
590	0.09273559055
591	0.0926519518
592	0.09249917556
593	0.09218793442
594	0.09198149457
595	0.09185839791
596	0.09176018336
597	0.09166821615
598	0.09146154695
599	0.09131808228
600	0.09109281673
601	0.09094374093
602	0.09083579985
603	0.09071813124
604	0.09058471717
605	0.09042451013
606	0.09031549336
607	0.0901682752
608	0.09004836181
609	0.0898925481
610	0.08978536425
611	0.0897154137
612	0.08960665726
613	0.08945389503
614	0.08933594477
615	0.0892458244
616	0.08908557612
617	0.08883069877
618	0.0886342349
619	0.08838348049
620	0.08823018477
621	0.0881181595
622	0.08793228052
623	0.08778466333
624	0.08769198608
625	0.08759590772
626	0.08735701968
627	0.08718408421
628	0.08709675017
629	0.08686888288
630	0.08680589961
631	0.08657461313
632	0.08643474021
633	0.08632136078
634	0.08610575124
635	0.08579705639
636	0.0856940417
637	0.0855704116
638	0.08540867426
639	0.08520435599
640	0.08509196998
641	0.08497303017
642	0.08483810578
643	0.08449948517
644	0.08428199381
645	0.08403647616
646	0.08391368518
647	0.08362823139
648	0.08344128154
649	0.08338572995
650	0.08308616375
651	0.08284605057
652	0.0826925783
653	0.08260285795
654	0.08248651069
655	0.08242681904
656	0.08228425151
657	0.08214519351
658	0.08192102821
659	0.08178302196
660	0.08158860368
661	0.08145894025
662	0.08138169835
663	0.08123099145
664	0.08109287996
665	0.08094029392
666	0.08086069866
667	0.08054871654
668	0.08033194158
669	0.08018176148
670	0.08008530205
671	0.0799460232
672	0.07983029352
673	0.07969442193
674	0.07956092855
675	0.07937985133
676	0.07904014115
677	0.07900298826
678	0.07876418366
679	0.07869057617
680	0.07857612615
681	0.07839598585
682	0.07831627832
683	0.07824358497
684	0.07811036577
685	0.07805819259
686	0.07782967648
687	0.07768519441
688	0.07758787213
689	0.07746699681
690	0.07729467837
691	0.07708523929
692	0.07700408607
693	0.07680415111
694	0.0767004067
695	0.07662474881
696	0.07644261228
697	0.07634493907
698	0.07612427266
699	0.07595559142
700	0.07590585515
701	0.07576050052
702	0.07549647826
703	0.07534404825
704	0.0751677434
705	0.0750381262
706	0.0749644894
707	0.07483784589
708	0.07474148861
709	0.07470653277
710	0.07454835683
711	0.07443023006
712	0.07437764416
713	0.07422671106
714	0.0741260185
715	0.07403048812
716	0.07385618253
717	0.07376575163
718	0.07366553029
719	0.0735778969
720	0.07349321287
721	0.07325950981
722	0.07318751647
723	0.07305598407
724	0.07294779895
725	0.07285864789
726	0.07275254916
727	0.07272628937
728	0.07259150711
729	0.07249888487
730	0.07230505176
731	0.07217336598
732	0.07206522726
733	0.07197446348
734	0.07186456197
735	0.07170585585
736	0.07152693253
737	0.07146688402
738	0.07137097401
739	0.07129146909
740	0.07119722425
741	0.07113165241
742	0.07102109582
743	0.07085139648
744	0.07063889233
745	0.0705468244
746	0.07045902346
747	0.07028150663
748	0.07019686066
749	0.07005898625
750	0.06998592523
751	0.0698553306
752	0.06977503515
753	0.06958146629
754	0.06943640691
755	0.06926881338
756	0.06905450847
757	0.06897178264
758	0.06886291778
759	0.06880683619
760	0.06872188969
761	0.06862657089
762	0.06851068156
763	0.0684428961
764	0.06838907756
765	0.06829656484
766	0.0681937804
767	0.06797255096
768	0.06775990973
769	0.06762402806
770	0.06755055691
771	0.06743748023
772	0.06739112717
773	0.06725063111
774	0.06719568925
775	0.06712318313
776	0.06708009659
777	0.06695573145
778	0.06685373095
779	0.06680414763
780	0.06670335388
781	0.06648570938
782	0.0663224339
783	0.06625559484
784	0.06615625654
785	0.0660819152
786	0.06603891307
787	0.06590606203
788	0.06572902837
789	0.06563262585
790	0.06540843036
791	0.06535019726
792	0.06531320148
793	0.06517563512
794	0.06510670753
795	0.065013568
796	0.0649110673
797	0.06485157822
798	0.06465381824
799	0.06457776118
800	0.06442070756
801	0.06435170778
802	0.06420537145
803	0.06415033815
804	0.06411675387
805	0.0639970667
806	0.06395436321
807	0.06377850095
808	0.06371168522
809	0.06366096783
810	0.06359091096
811	0.06354331909
812	0.06340235533
813	0.06325566837
814	0.06319768919
815	0.06311081903
816	0.06301887228
817	0.06287754396
818	0.06277383063
819	0.06264943579
820	0.0625610436
821	0.06252917495
822	0.06240257251
823	0.06231714287
824	0.06224719392
825	0.06221644158
826	0.06216872763
827	0.06201859625
828	0.06189508316
829	0.06183236633
830	0.06173927323
831	0.0616716175
832	0.06163729456
833	0.0616034338
834	0.06150162929
835	0.06132989115
836	0.06127950043
837	0.061167151
838	0.06107070118
839	0.06098018266
840	0.06080466
841	0.06074868359
842	0.0607041469
843	0.06052173078
844	0.06045546235
845	0.06039779219
846	0.06033633616
847	0.06021821498
848	0.06011333045
849	0.05998403739
850	0.05980451474
851	0.05974453445
852	0.05970732921
853	0.05965668296
854	0.05951880548
855	0.05941900964
856	0.0593889144
857	0.05935568432
858	0.05921673536
859	0.05903846016
860	0.05896157658
861	0.05893535283
862	0.05887082337
863	0.05878433009
864	0.05872672538
865	0.05864086332
866	0.05856681626
867	0.05851528077
868	0.05846508114
869	0.05835271186
870	0.05828909556
871	0.05817964355
872	0.05807124008
873	0.05797170837
874	0.05783835987
875	0.05774619934
876	0.05768032444
877	0.05762382755
878	0.057517219
879	0.05749575037
880	0.05737123396
881	0.05716276382
882	0.05711866212
883	0.05705652598
884	0.05691720547
885	0.05676915063
886	0.05664885387
887	0.05658245409
888	0.05650859342
889	0.05634599261
890	0.05631000658
891	0.05626188384
892	0.05615887967
893	0.05606765274
894	0.05601501327
895	0.05588766853
896	0.05579326354
897	0.05561877841
898	0.05552248845
899	0.05546410819
900	0.05536877973
901	0.0553321488
902	0.05525487596
903	0.05516682565
904	0.05511236908
905	0.05505566187
906	0.05500746584
907	0.05491733709
908	0.05478437221
909	0.05470454198
910	0.05466598839
911	0.05460693481
912	0.05453497655
913	0.05446035937
914	0.05441891394
915	0.0543070263
916	0.05428432672
917	0.05413455815
918	0.05409117837
919	0.05401302886
920	0.05396118715
921	0.05390159571
922	0.05386255948
923	0.0537136798
924	0.05365449917
925	0.05352229439
926	0.05345238579
927	0.0534209428
928	0.05327403752
929	0.05323113445
930	0.05312037223
931	0.05301884101
932	0.05291147289
933	0.05285556756
934	0.05275780611
935	0.05271289186
936	0.05259250731
937	0.05246822218
938	0.05239207727
939	0.05234340387
940	0.05228015322
941	0.05220682802
942	0.05209523996
943	0.05204062253
944	0.05199682505
945	0.0518502445
946	0.05173128443
947	0.05166661863
948	0.05160284836
949	0.05151900169
950	0.05147885939
951	0.05136749819
952	0.05130743721
953	0.05125666599
954	0.05120152805
955	0.05107381297
956	0.05102583161
957	0.05098363845
958	0.05091481677
959	0.0508733718
960	0.05082133665
961	0.05070552464
962	0.05056545711
963	0.05051722037
964	0.05043685074
965	0.05036347347
966	0.05030213789
967	0.05023888974
968	0.05018130929
969	0.0501380286
970	0.05008634683
971	0.05004267994
972	0.04998903236
973	0.04988958156
974	0.0498563884
975	0.04980000019
976	0.04974321331
977	0.04959927406
978	0.04948996744
979	0.04935536134
980	0.04932260009
981	0.04925006648
982	0.04914771537
983	0.04908225411
984	0.04895920478
985	0.0488982502
986	0.04884632094
987	0.04880322868
988	0.04875470901
989	0.04861034571
990	0.04849914825
991	0.04846655434
992	0.04838827052
993	0.0483495667
994	0.04827074763
995	0.04825099283
996	0.04818214725
997	0.04810595783
998	0.04803288009
999	0.0479811186
