iter	MultiClass
121	0.2477505811
122	0.2462870536
123	0.2451937269
124	0.2447952618
125	0.2431477931
126	0.2420325484
127	0.2408097915
128	0.2397966953
129	0.2388295622
130	0.2372288244
131	0.2359602223
132	0.2353420691
133	0.2339860418
134	0.2324455087
135	0.2315540976
136	0.2306530615
137	0.2298276262
138	0.2287636616
139	0.2277544559
140	0.2267201786
141	0.2262108119
142	0.2259047638
143	0.2256577402
144	0.2244465995
145	0.2235715048
146	0.223207363
147	0.2228090991
148	0.2221434015
149	0.2213284198
150	0.2204521396
151	0.2199435664
152	0.2194983757
153	0.219366347
154	0.2182851695
155	0.2170298546
156	0.2157655722
157	0.2149751844
158	0.2139212449
159	0.2133012972
160	0.213170575
161	0.2127464175
162	0.2120806357
163	0.2117645823
164	0.2115166511
165	0.2105849936
166	0.2104531279
167	0.2095895999
168	0.2091804465
169	0.2083205528
170	0.2077642019
171	0.2074502767
172	0.2068175336
173	0.2064738283
174	0.2061819803
175	0.2052764957
176	0.2046144138
177	0.2045065251
178	0.2043302108
179	0.2037503259
180	0.2028317224
181	0.202441334
182	0.2022828812
183	0.2020109779
184	0.2018543058
185	0.2010584778
186	0.2005909655
187	0.2000578125
188	0.1992958892
189	0.1987261002
190	0.1983959711
191	0.1982984712
192	0.1978049295
193	0.1973337551
194	0.1962454307
195	0.1956355538
196	0.1956063871
197	0.1948981544
198	0.1942886551
199	0.1935958195
200	0.1934540814
201	0.1930197311
202	0.1925003922
203	0.192007022
204	0.1910815261
205	0.1905414102
206	0.1898358542
207	0.1896820758
208	0.1896342583
209	0.1890876753
210	0.1882530575
211	0.1879306707
212	0.1878877844
213	0.1872339211
214	0.1871284862
215	0.1869269622
216	0.1859983297
217	0.1854228316
218	0.1851218543
219	0.1849367914
220	0.1845684955
221	0.1839800458
222	0.1834889761
223	0.1833179413
224	0.1829885683
225	0.1825973533
226	0.1819394091
227	0.1811464017
228	0.1806174881
229	0.179946261
230	0.1796058036
231	0.17928054
232	0.1786536629
233	0.1779980917
234	0.1774449743
235	0.1766982041
236	0.1759599786
237	0.175820716
238	0.1755217071
239	0.1754445435
240	0.174976991
241	0.1748667093
242	0.174316668
243	0.1742215806
244	0.1739370799
245	0.1736920161
246	0.1732589005
247	0.1727756972
248	0.172546808
249	0.1722591531
250	0.1721318839
251	0.171730634
252	0.1715989934
253	0.1710284307
254	0.1705684903
255	0.1703697041
256	0.1698962868
257	0.1692579724
258	0.1689766576
259	0.168736258
260	0.1681526593
261	0.1675522872
262	0.167370791
263	0.1672859517
264	0.1670000616
265	0.1666642135
266	0.1665403952
267	0.1658027249
268	0.1655164652
269	0.1652155486
270	0.1648927156
271	0.1643714595
272	0.1637578623
273	0.1633825772
274	0.1629094918
275	0.1622603264
276	0.1619879057
277	0.1618752701
278	0.1615087822
279	0.1611222996
280	0.1609268432
281	0.160727109
282	0.1606721356
283	0.1598873757
284	0.1598002642
285	0.1593094899
286	0.1586935973
287	0.1583439837
288	0.1579033062
289	0.1573494333
290	0.1569965916
291	0.1566712703
292	0.1563529644
293	0.1559270813
294	0.1554562009
295	0.1550983346
296	0.1544000456
297	0.1538483204
298	0.1536511356
299	0.153275279
300	0.1532077233
301	0.152703884
302	0.1526813622
303	0.1522116153
304	0.1518111437
305	0.1513232325
306	0.1509225909
307	0.1505328247
308	0.1501823193
309	0.149550916
310	0.1493595627
311	0.1490320276
312	0.1485938048
313	0.148397542
314	0.1481002896
315	0.1476295564
316	0.1471112354
317	0.1467094283
318	0.1465558706
319	0.1461355663
320	0.1459911841
321	0.1454104522
322	0.1447946321
323	0.1443998867
324	0.1439589891
325	0.143649239
326	0.14360578
327	0.1433224348
328	0.1430232092
329	0.1427791882
330	0.1427145289
331	0.1423401906
332	0.1421310735
333	0.141818693
334	0.1412777534
335	0.1406398991
336	0.1405425745
337	0.1401804121
338	0.139776014
339	0.1394381917
340	0.1389808726
341	0.138951439
342	0.1387094455
343	0.1383308357
344	0.1377528946
345	0.1372985109
346	0.136955498
347	0.1366832618
348	0.1363418074
349	0.1361260586
350	0.1358276787
351	0.1355979899
352	0.1354226894
353	0.1350358933
354	0.1348369717
355	0.1343615711
356	0.1338615293
357	0.1335076576
358	0.1333515328
359	0.1331663491
360	0.1329568873
361	0.132761346
362	0.1325349746
363	0.1318947921
364	0.1314629477
365	0.1313790196
366	0.1310421702
367	0.1306393383
368	0.1304610676
369	0.1299356483
370	0.1296843853
371	0.1293298019
372	0.1292122287
373	0.1287782366
374	0.1284454158
375	0.128030516
376	0.127790815
377	0.127335915
378	0.126802941
379	0.1264970302
380	0.1264047623
381	0.1260393581
382	0.1259221178
383	0.12574478
384	0.1257122287
385	0.1255150824
386	0.1254764771
387	0.1252400961
388	0.125112379
389	0.1251033426
390	0.1246585117
391	0.124386473
392	0.1240779799
393	0.1239542089
394	0.1237197107
395	0.1231500443
396	0.1228825909
397	0.1226350071
398	0.1224250795
399	0.1221687374
400	0.1219821571
401	0.1218521967
402	0.1213170005
403	0.1211580504
404	0.1210161998
405	0.1206642257
406	0.1203023067
407	0.1201390829
408	0.119702822
409	0.1194625134
410	0.1192611682
411	0.1191502079
412	0.1188315159
413	0.1184928101
414	0.1182557743
415	0.1179657637
416	0.1176805264
417	0.117510824
418	0.1169694924
419	0.1166747086
420	0.1164226942
421	0.1161757105
422	0.1159865069
423	0.1158419225
424	0.1157427879
425	0.1153814044
426	0.1153596503
427	0.1150919287
428	0.114774375
429	0.11434383
430	0.1141002598
431	0.1139033391
432	0.1136659911
433	0.1132896955
434	0.113126096
435	0.1127305495
436	0.1124845898
437	0.1123454824
438	0.1118088262
439	0.1115371751
440	0.1111878992
441	0.1111599454
442	0.1109579457
443	0.1106696762
444	0.1105168713
445	0.109975772
446	0.1097864942
447	0.1097564032
448	0.1093963626
449	0.1091147199
450	0.1089976656
451	0.1087426038
452	0.1084084462
453	0.10798078
454	0.1077270919
455	0.1075808911
456	0.1073030723
457	0.107085098
458	0.1068462699
459	0.1064172521
460	0.1061976627
461	0.1060403449
462	0.1060084207
463	0.1056620938
464	0.1054351301
465	0.1052603831
466	0.1049707529
467	0.1047554215
468	0.1046309074
469	0.1044892846
470	0.1043475341
471	0.1041196912
472	0.1038599909
473	0.1037634956
474	0.1036836219
475	0.103467608
476	0.103399946
477	0.1032561023
478	0.1030991766
479	0.1028661348
480	0.1025533668
481	0.1023976876
482	0.1022650411
483	0.1020411528
484	0.1017868555
485	0.1016728973
486	0.1014038987
487	0.1013874491
488	0.101222318
489	0.100887266
490	0.100828785
491	0.1007842223
492	0.1006696502
493	0.1006141691
494	0.1005701285
495	0.1002380678
496	0.1001294558
497	0.1001134344
498	0.09992371429
499	0.09965080734
500	0.09941204301
501	0.09940485641
502	0.09911175172
503	0.09885691041
504	0.09864482963
505	0.09835988555
506	0.09826764121
507	0.09811202487
508	0.09785011021
509	0.09766955339
510	0.09752656848
511	0.09724752829
512	0.09709959568
513	0.09698511519
514	0.09669002372
515	0.09667770446
516	0.09647703018
517	0.09634708658
518	0.09607035449
519	0.09589205095
520	0.09573419576
521	0.09541199966
522	0.09511839996
523	0.09505345477
524	0.09474064446
525	0.09466135127
526	0.09450537435
527	0.09434293562
528	0.09407317703
529	0.09386805377
530	0.0937752762
531	0.09365249508
532	0.09344281143
533	0.09338076049
534	0.09323298776
535	0.09305901883
536	0.0929007917
537	0.09270874356
538	0.09259536622
539	0.09252695926
540	0.09245716462
541	0.09216461614
542	0.09189894745
543	0.09168046984
544	0.09151158196
545	0.0913177103
546	0.09128034518
547	0.09123332463
548	0.09100387014
549	0.0908561959
550	0.09081498774
551	0.0906239258
552	0.09049221638
553	0.0903549368
554	0.09015254243
555	0.08998094522
556	0.08981946996
557	0.0896146684
558	0.08953415254
559	0.0894409999
560	0.08939312915
561	0.08923060148
562	0.08909192532
563	0.08884511402
564	0.0887997427
565	0.08848906915
566	0.08833765352
567	0.08814079373
568	0.08809450781
569	0.08792853037
570	0.08771811299
571	0.08758004918
572	0.08757381032
573	0.08745995526
574	0.0872568698
575	0.08712601908
576	0.08692156627
577	0.08670369747
578	0.08646212592
579	0.08636981136
580	0.08624408785
581	0.08613470726
582	0.08600746037
583	0.0859009434
584	0.08575452753
585	0.08559629817
586	0.08544505559
587	0.08523707124
588	0.0852262986
589	0.08503487001
590	0.08503248451
591	0.08490676233
592	0.08469736671
593	0.0845072272
594	0.08442257593
595	0.0843806811
596	0.08437616492
597	0.08420284683
598	0.08410981674
599	0.0838828815
600	0.08369851342
601	0.08359356262
602	0.08339364874
603	0.08322736084
604	0.08305144101
605	0.08298654942
606	0.08279167949
607	0.08273201116
608	0.08270386407
609	0.08257584164
610	0.08237241237
611	0.08226075087
612	0.08208439776
613	0.0819730919
614	0.08186273634
615	0.08176612053
616	0.08164904008
617	0.08163022516
618	0.08142997714
619	0.08142444022
620	0.08122657013
621	0.08103048683
622	0.08091119944
623	0.08080605691
624	0.08063392431
625	0.08057290607
626	0.08034648535
627	0.08020919484
628	0.08008426253
629	0.0799690159
630	0.07987873166
631	0.07973933481
632	0.07952959855
633	0.07938294404
634	0.0792947767
635	0.07925003454
636	0.07915737827
637	0.07893730794
638	0.07887471358
639	0.07881936319
640	0.07865659713
641	0.07860622244
642	0.07848392916
643	0.07845512171
644	0.07844091746
645	0.07826905652
646	0.07803519813
647	0.07792768395
648	0.07775042567
649	0.0775905771
650	0.07750625484
651	0.07742897895
652	0.07737412984
653	0.0772034215
654	0.07706559927
655	0.0768512106
656	0.07667724448
657	0.07652450565
658	0.07636526081
659	0.07631423936
660	0.07630578419
661	0.07625703748
662	0.07611545934
663	0.0760106996
664	0.07590265814
665	0.07586033773
666	0.07571201504
667	0.0757064997
668	0.07561224991
669	0.0755942285
670	0.07549648264
671	0.0754915206
672	0.07538812664
673	0.07530057842
674	0.07525288049
675	0.07514720962
676	0.07502632104
677	0.07492286457
678	0.07485994934
679	0.07476697144
680	0.07465093038
681	0.07455586742
682	0.07442002796
683	0.07431520282
684	0.07421072948
685	0.07414993852
686	0.07396352469
687	0.07384585855
688	0.07379161194
689	0.07354279523
690	0.07339639225
691	0.07330871526
692	0.07317807762
693	0.07308056634
694	0.07279912571
695	0.07275743195
696	0.07264530923
697	0.07249240755
698	0.07237769989
699	0.07232053938
700	0.07222945188
701	0.07203570992
702	0.07194316497
703	0.07183108367
704	0.07167178863
705	0.07159281513
706	0.07151721451
707	0.07141523458
708	0.07131294243
709	0.07113013919
710	0.07098873641
711	0.07094403303
712	0.07082315229
713	0.07077312935
714	0.0707632189
715	0.07066081003
716	0.07053497636
717	0.07037294323
718	0.0702445842
719	0.07020266632
720	0.07009922021
721	0.06995588223
722	0.06987574774
723	0.06977470697
724	0.06972920851
725	0.06965135984
726	0.0696395501
727	0.06955786
728	0.06938834317
729	0.06930456378
730	0.06924367382
731	0.0690906134
732	0.06889764592
733	0.06881927912
734	0.06879870533
735	0.06870628065
736	0.06861869056
737	0.06858912195
738	0.06846890731
739	0.06835161501
740	0.06828546264
741	0.06827188182
742	0.06819811204
743	0.06808113511
744	0.06801751581
745	0.06791536257
746	0.06787945672
747	0.06778630619
748	0.0676277231
749	0.06750454037
750	0.06734153206
751	0.06719174492
752	0.06708376484
753	0.06693773145
754	0.06687628741
755	0.06679348613
756	0.06677839704
757	0.06668274947
758	0.06659070029
759	0.06649134557
760	0.06641961345
761	0.06635135403
762	0.06623801256
763	0.06613863077
764	0.06595235773
765	0.06590215455
766	0.06574656608
767	0.06565037446
768	0.06557338548
769	0.0655675915
770	0.06544156101
771	0.06536683932
772	0.06536494138
773	0.06532581264
774	0.0652022184
775	0.06510475299
776	0.06502539943
777	0.06495615874
778	0.06486877183
779	0.06473151806
780	0.064584673
781	0.06446937057
782	0.06446528355
783	0.06432925073
784	0.06416986005
785	0.06406047597
786	0.06394322726
787	0.06391515968
788	0.063846889
789	0.06379857965
790	0.06375603416
791	0.06370015013
792	0.063619913
793	0.06346651777
794	0.06345293399
795	0.06338286055
796	0.06331158506
797	0.06321058611
798	0.06315282665
799	0.06308101267
800	0.06302549779
801	0.06293980891
802	0.06293414252
803	0.06281706184
804	0.06261235972
805	0.06256863569
806	0.06252365258
807	0.06234098106
808	0.06227543372
809	0.06213900854
810	0.06206129757
811	0.06197841781
812	0.06196201194
813	0.06189031329
814	0.0617663272
815	0.06165086896
816	0.0616339886
817	0.061504328
818	0.0614842066
819	0.06142330525
820	0.06140578871
821	0.06129979738
822	0.06122683461
823	0.06122304932
824	0.06114467042
825	0.06114103671
826	0.06110854806
827	0.0610392507
828	0.06102452056
829	0.06091994882
830	0.06079019607
831	0.06073957664
832	0.06059616322
833	0.06053615696
834	0.06052020288
835	0.06044436191
836	0.06036908633
837	0.06033924169
838	0.06025225895
839	0.06013746604
840	0.06003264696
841	0.05999254742
842	0.05987348551
843	0.0598096238
844	0.05971626019
845	0.05948750984
846	0.05937824958
847	0.05932079159
848	0.05928859248
849	0.05906915383
850	0.05900382117
851	0.058963169
852	0.0588583054
853	0.0588195042
854	0.05880181274
855	0.05869349883
856	0.05849775783
857	0.05832852152
858	0.05822651492
859	0.05811721014
860	0.05799049515
861	0.05779582634
862	0.05771832856
863	0.0576506982
864	0.057635971
865	0.0576133703
866	0.05751979106
867	0.05744335472
868	0.05733827062
869	0.05726379444
870	0.05718447857
871	0.05707667678
872	0.05707206738
873	0.0569298342
874	0.05679680538
875	0.05678705245
876	0.05669725019
877	0.056641418
878	0.05656048026
879	0.05647927186
880	0.05639306176
881	0.05635216096
882	0.05630233809
883	0.05616836812
884	0.05611751133
885	0.05600355859
886	0.05593051285
887	0.05587553486
888	0.05574413534
889	0.05561988315
890	0.05559429866
891	0.05556611585
892	0.05553116749
893	0.05541692376
894	0.055207057
895	0.05517723967
896	0.05511289602
897	0.05500378777
898	0.05495360206
899	0.05482471174
900	0.05468079113
901	0.05462931738
902	0.05451044592
903	0.0544471716
904	0.05436097443
905	0.05428245709
906	0.05417361063
907	0.05414536002
908	0.05408956423
909	0.05401599101
910	0.05393519024
911	0.05388470593
912	0.05380059025
913	0.05374913438
914	0.0536677181
915	0.0536376161
916	0.05363332649
917	0.0536266239
918	0.05354680989
919	0.0534537007
920	0.05341423594
921	0.0533580565
922	0.05330701702
923	0.05325212986
924	0.05320996731
925	0.05317342491
926	0.05315683146
927	0.05314430977
928	0.05308240304
929	0.0530425384
930	0.05297118505
931	0.052878157
932	0.05283984668
933	0.05278261479
934	0.05276495092
935	0.05268238032
936	0.05265444243
937	0.05265099675
938	0.05253833026
939	0.05253663393
940	0.05248730493
941	0.05241246277
942	0.05230152602
943	0.05219443295
944	0.05216386348
945	0.05213751548
946	0.0519881534
947	0.05195292931
948	0.0518961268
949	0.05184333732
950	0.05176999134
951	0.05163830096
952	0.05162780139
953	0.05155590959
954	0.05148746552
955	0.05145357613
956	0.051416315
957	0.05134837856
958	0.05131785001
959	0.0513007564
960	0.0512942034
961	0.05118160706
962	0.05109348624
963	0.05104532333
964	0.05098770407
965	0.05094013674
966	0.05087893793
967	0.0508627032
968	0.05080582394
969	0.05070278723
970	0.0505813177
971	0.05050631988
972	0.05048625782
973	0.0503870059
974	0.05034336968
975	0.05026060387
976	0.05016283735
977	0.05013899633
978	0.05011705708
979	0.05010529162
980	0.04998023962
981	0.04996449124
982	0.04993295043
983	0.04985074037
984	0.04983492304
985	0.0497619782
986	0.04969846071
987	0.04959072569
988	0.04957401838
989	0.04955272351
990	0.04949037981
991	0.04944893243
992	0.0494392524
993	0.04940382027
994	0.04934146403
995	0.04928903046
996	0.04924004778
997	0.04922117353
998	0.04913221126
999	0.04911345721
